MTRN,BEP,FARM,KAI,KNW,ISDR,DYAI,MITK,PRTG,GILD,TNL,NBIX,ONCY,ARR,KLIC,EAT,QUBT,MRKR,LFMD,NEPH,CYTH,KOSS,FKWL,FLEX,AEHL,TSCO,FLNT,IHT,QCRH,FLS,IMAX,OXM,QUIK,FNB,WCN,RBCAA,WEYS,NSYS,RELX,SJT,WFCF,LIXT,DVAX,CHCI,PALT,NTWK,ALRS,FUN,HL,NVS,NWG,BCAL,SNA,BCML,WTW
-0.035996917,-0.014557779,-0.009852177,-0.014342582,0,0,0,0,0,0.02641602,-0.017591563,0.007984024,-0.051546432,0,-0.031068128,-0.029826696,0,0.071428571,0,-0.139999983,-0.333333333,-0.035532932,-0.04296871,0.015779136,0,0.020031964,0,-0.016000421,0.005610901,0.014140991,-0.006289302,-0.015136706,-0.033444852,-0.001458802,-0.009222266,-0.015280767,-0.000740082,0,-0.008389729,-0.013488961,-0.230769235,0,0.053054649,0.02597409,0.06666663,0,0,-0.051470237,0.013043268,-0.002644967,-0.019685071,0,-0.001402173,0,-0.011263325
-0.005601331,-0.020453878,0.006784329,-0.005254547,0.25,0,0.17857147,0,0,0.015441284,0.014719704,0.009900933,-0.01630434,-0.001088317,-0.014027739,0.00894357,0,0.533333333,0,0.06976746,0,-0.034210711,0,-0.000970892,0.001114767,-0.002356596,0,0.097561079,-0.059516144,-0.036218655,0.011075901,0.006724282,-0.048442885,0.021913801,0.007313701,-0.031036899,-0.000370209,0,-0.007655424,-0.026558029,0,0,-0.053435115,-0.075949378,0,-0.055555481,0,0.000911809,-0.021458972,-0.018563797,0.004016029,0,-0.00962867,-0.019323744,0.004310391
0.036800925,0.016241152,-0.011231082,0.001625072,0,0,0.212121182,-0.090909091,0.066666667,-0.007298868,-0.033091688,-0.00784313,0.02209951,0,0.008129969,-0.011634244,0,-0.260869565,0,-0.043478333,0,0.024523091,-0.016326515,0.014577283,-0.001113526,0.00682424,-0.004195776,0,-0.003296218,-0.005542771,0.001564981,0.01526729,0.050909067,-0.028592107,0.014521594,-0.03267116,0.001481702,-0.001572363,0.013804435,0.033225401,0,0,-0.032258065,0.01369857,0,0.010695126,-0.017910191,0.014578818,0.067543509,0.008937924,0.012150343,0,0.001620486,0,-0.011649292
-0.03802993,-0.030822594,-0.053157531,-0.020283715,0,0,0,0,-0.0625,-0.023488816,-0.055789872,-0.009881366,-0.027027048,0,-0.034274261,-0.063901202,0,0,0.375000009,0.022727312,0,0.005319314,-0.01244812,-0.019157139,0,-0.050312768,0.005617963,-0.037037081,0,-0.007085625,-0.05625002,-0.04652296,-0.0415225,-0.022074654,-0.029278155,-0.009271442,-0.00147951,0.022047223,-0.008610146,0.003921053,0.099999977,0,-0.05,-0.013513455,0,-0.031746053,0.003039229,0.000448899,-0.023007163,-0.016687329,-0.032122985,0,-0.027502642,0,-0.006203552
-0.025978614,-0.010600363,-0.03358946,0.062939879,0,0,-0.075000002,0,-0.066666667,0.018615122,0.010923597,0.001995958,0.016666657,0,-0.012525872,-0.008982517,0,0,0,0,0,-0.030687543,-0.033613512,-0.015625042,-0.002229535,0.000273914,-0.008379902,0,0,-0.04243576,0.051324494,0.030557492,-0.007220185,0.012791273,0.004691769,-0.004010989,0,0,0.025247136,0.020573478,0,0,0.038596505,0.027397233,0.125000038,0.016393506,-0.030302888,-0.014362615,-0.041211015,0.00335217,-0.021645012,0,0.006446169,0,0.022471944
-0.029377914,0.005952403,0.007944681,0.006232862,-0.333333333,-0.117647111,-0.189189167,0,0,-0.052772017,-0.006876486,-0.009960197,-0.04371586,-0.001089269,-0.023256001,0.002417403,0,0,-0.272727278,-0.044444426,0,0.022925524,0,-0.029761767,-0.011173387,-0.023874766,0,0,0.037698458,-0.04511137,0.01889762,-0.019608773,0,0.005200913,-0.008672378,0.01073852,-0.003333112,0.001540867,-0.017533176,0.000254709,0,0,-0.064189175,-0.080000015,0,-0.032258084,0,-0.006830988,-0.02368457,-0.011902153,0.002949968,0,-0.023760132,0,0.03174603
0.032258245,-0.008284462,0.08374381,0.090204959,0,0,-0.1,-0.0666667,0,0.024496037,0.02225503,0.00603626,0.022857092,-0.005452166,0.084415721,0.013349462,0,-0.117647059,0,0.034883681,0,-0.052294584,-0.02173911,-0.00409012,0,0.043576653,0,0,0.00382433,0.032362149,0.034003134,0.042439796,0,0.108647458,0.012113247,0.159362411,0.145670552,0.046153875,0.024864576,0.006888065,0,0.111111111,-0.016245514,0,0,-0.005555577,0.031249849,0.030261452,0.075471755,0.011200289,0.058823568,0,0.018200672,-0.014778288,-0.010355055
0.015046027,0.005967266,-0.019545546,0.032315709,0,0.333333286,-0.074074111,-0.071428609,-0.035714286,0.015869992,-0.011126801,0,0.022346433,-0.002193692,-0.061876483,0.024550744,0,0,0.249999981,0,0,0,0.026666641,0.022587364,0,-0.001077968,0,0,-0.047619262,-0.000403021,0.02391627,0.027608843,-0.010909043,-0.025333677,-0.004986734,-0.013745924,-0.001297259,0,0.003913011,-0.006587305,0,-0.15,0.001834834,-0.014492691,-0.03333337,0,0,0,-0.019214533,0.009404279,0.008333383,0,-0.005196349,0,-0.010463318
0.019764532,0,-0.011590163,-0.002752155,0,0,0.200000048,0.115384624,-0.037037037,0.009997974,0.007827542,0.031999969,0.071038286,0.002198515,0.036170614,0.004091109,0,0,0.100000024,-0.033707828,0,0.014639605,-0.047619003,-0.001004035,0.011299642,0.004584588,0,-0.115384449,0.023333157,0.011595886,-0.016058414,0.019580845,0,0.022571651,0.000668134,0.026713436,-0.050990823,0,-0.006236235,0.004845594,0,0.117647059,0.045787547,0.102941123,0.034482797,-0.033519575,-0.059090548,-0.012015945,0.003407083,0.004140763,-0.008264512,0,0.007522043,0,0.002416932
-0.039880672,0,-0.022045073,-0.017247397,0,0,-0.1666667,0,0,-0.019385904,0.003397862,-0.011627896,-0.025510223,0,-0.039014846,-0.021536802,0,-0.4,0,-0.058139534,0,0.064372809,0,-0.033165807,0.002234516,-0.01422781,0,0,0,-0.041168041,-0.017804138,-0.031710343,-0.029411835,-0.02073549,-0.011352215,-0.040723768,-0.04175201,-0.036764705,0.002157016,-0.003298982,0.090909072,-0.052631579,0.042031551,0,0,0.005780369,0,-0.019819765,0.079796086,-0.029896823,-0.052777841,0.076923077,-0.017627346,0,-0.021097096
-0.045031012,0,-0.008153377,-0.011231918,0,-0.099999731,0.200000048,-0.103448283,0,-0.016613805,-0.068698581,-0.033333349,-0.010471233,-0.009868381,-0.010683535,-0.015467144,0,0.333333333,-0.272727278,0,0,0.016684192,-0.204545472,-0.035343031,0,0.02260299,0.001408465,0,-0.022801134,-0.020999953,-0.010573972,0.023523493,-0.034090865,0.021174555,0.00202655,0.024763683,0.110713993,-0.009160369,-0.012720003,-0.035651157,0,0,-0.122689063,-0.080000015,0,-0.097701141,0,-0.018841904,-0.031446519,0.000850081,-0.079178929,0,-0.015199919,0,-0.002463068
0.053658514,0.017792913,0.055125551,0.082002195,0,-0.433333497,0,0,-0.115384615,0.028443072,0.033766669,0.056795176,0.052910096,0,0.051836131,0.035649728,0,0,0,-0.024691399,0,-0.076410388,0.142857143,0.050646533,0,0.060186995,0,0,0,0.05500685,-0.004580185,0.007210937,0.070588247,0.036120431,0.045500143,0.071221873,0.023794112,0.046224992,0.018830303,0.011354473,0.08333338,0,-0.586206895,0.101449328,0,-0.044585976,0.005830677,0.018266974,-0.043831032,0.020598972,0.081210134,0,0.042658218,-0.025,0.025617303
-0.060185242,-0.022726902,-0.000916519,-0.058727209,0,0,0.2666666,0,0,-0.0110208,-0.026130501,-0.01919384,-0.09045231,0,-0.04517469,0.035589415,0,-0.166666667,0,0.113924032,0,-0.000554997,-0.060000002,-0.01435898,0.003344531,0.002762665,0,0,0,0.000704578,-0.04141104,-0.017002647,-0.040293063,-0.017430408,-0.016118585,-0.044864942,0.001884928,0,-0.034241147,-0.046214416,0,0,0.018518501,0,-0.044444493,0.020000013,0,0.00505992,-0.084889657,0.009155097,-0.075110408,0,-0.00472815,0,-0.003009324
0.020525459,-0.008348123,0.012843968,0.0372955,0,0,-0.342105255,0,0,0.018292416,0.061918998,-0.021526444,0.011049755,0.006644412,0.055913808,0.107605827,0,0,0,-0.022727216,0,-0.03333316,0.010638288,0.001040602,-0.011111084,0.032565367,0,0,0,0.002112175,0.004800034,0.050523786,-0.007633554,0.052562354,0.033093458,0.068477859,-0.005329248,0,0.020144907,-0.037776576,0,0,-0.036363602,0.092105217,0.023255936,0,0,0.041189901,-0.011131866,0.011340336,0.058917136,0,0.017971149,0,0.027467583
0.068785152,0.00300639,0.007699274,0.03293,0,0,0.200000048,0,-0.043478261,0.024364941,0.060738508,0.05,-0.027322426,-0.002200224,0.036659844,0.006612442,0,0,0,0.023255754,0.5,-0.022988625,-0.021052612,0.046777556,0.007865092,0.018437476,0,0,0,0.075769611,0.098726093,0.031195787,0.084615327,0.001248451,-0.009197844,0.031779454,0.021430843,-0.042709862,0.014020599,0.007681296,0,0,-0.028301904,0.060240948,0,0.098039152,0,0.02417571,0,-0.00101952,0.02255653,0,0.012784187,0,0.019682717
0.030109031,-0.014388489,0.010337234,-0.009108861,0,0,0,-0.038461503,0,0.02822042,0.00320682,0.043809527,0.067415695,0,0.003929469,-0.003537427,0,0,0,-0.159090896,0,0,0.182795715,0.013902687,0,0.002858694,0.005625865,0,0,0.010569392,0.039130431,-0.011764774,0.010638348,-0.000623163,0.00352118,0.007700122,-0.014501794,0,-0.010710826,0.03529073,0,0,0,0.056818245,0.022727203,-0.011904694,0,-0.012017134,0.056285329,0.026734944,0.052941131,0,0.017431151,0,0.00893112
0.016441529,0.013990541,0.019128022,-0.007222166,0,0,-0.1666667,0,0,-0.015095142,-0.010502412,0.031021912,-0.073684209,0.00441027,-0.060665296,-0.034482484,0,0.1,0,0.135135138,0,0.023529536,0.022727251,-0.044074445,-0.001114882,-0.01045152,0,0,0,0.013884237,-0.018131118,-0.01658178,0.007017513,-0.009981601,0,-0.008151005,0.014715191,0,0,0.019907563,0.076923059,0,0.009708682,-0.032258069,0.222222192,0.126506044,0,-0.013031936,0.009769046,-0.008348362,-0.025139748,0,-0.025403479,0,-0.000571085
-0.027318869,-0.004523936,-0.006110836,-0.007936597,1.5,0,0.200000048,0,0.045454545,-0.005175355,-0.05214572,0.008849507,0.028409115,-0.006586652,-0.002083543,-0.0194326,0,-0.181818182,0.874999972,-0.119047621,0,0.007527394,-0.00444444,-0.025614774,-0.012276815,-0.026164154,0,0.086956729,0,-0.041446027,0.019886345,-0.002593622,0.045296159,-0.016382802,-0.020095684,0.00821799,-0.020672584,-0.050769219,-0.016338391,-0.011763476,0,0,-0.028846082,0.0222222,-0.081818199,-0.005347614,0,0.014524472,-0.006156401,0.018039823,-0.011461341,0,-0.022630849,0.035897475,-0.029142873
-0.020324822,-0.003658731,0.003952484,0.005333182,0,0,-0.1333334,0,0,-0.007402996,-0.008763222,-0.029824492,-0.033149154,0,-0.018789232,-0.038029175,0,0,0,-0.013513537,0,0.031608985,-0.062500047,-0.026288138,0,-0.028838857,-0.006993007,0,0,-0.014000322,-0.034818942,-0.030776092,-0.02999996,-0.028827812,-0.02148423,-0.010697516,-0.013232537,0,0.020211775,0.006235764,0.071428664,0.055555556,0,-0.065217403,-0.306930636,0.021505355,0,-0.001735267,0,0.003347112,-0.013043415,0,0.012817707,0,-0.011477328
-0.031686224,0.000612217,0.012248493,-0.025861926,0,0,0,0,0.260869565,0.038701829,0.015716451,-0.023508157,0.051428544,0.016574802,0.017021478,0.032850248,0,0.111111111,-0.333333333,0.164383616,0,-0.025069693,0.023809616,0.014038932,0.016949288,0.003045778,0.007042254,0,-0.006666805,0.008210312,0.005772,0.007602742,0.030927793,0.029683523,0.022621261,-0.027806498,-0.052682331,0,0.000392458,0.003234,1.20000004,0,-0.029702988,0,-0.071428646,0.047368401,0,0.010429958,-0.012389788,0.005298292,-0.004405313,0,0.037967224,-0.034653502,0.000595397
0.044409764,0,0.029818412,0.015316363,-0.2,0,-0.038461503,0,-0.068965517,0.026198598,0.044971555,-0.022222201,-0.005434743,-0.001087017,0.050209258,0.05552584,0,0,0,-0.117647059,0,0,-0.013953585,0.043663402,0,0.017965473,-0.004195776,0,0.039597378,0.016573816,0.001434753,0.098091677,0.009999956,0.03907745,0.015614871,0.021186376,0.015840931,0.05348459,0.048823298,-0.005371347,-0.242424302,-0.105263158,0.045918347,-0.267441883,0,0.060301547,0,0.009892489,-0.023297144,0.002927937,0.089970518,0,0.068239303,0,0.033323427
0.012681741,0.012232212,-0.006714129,0.001340983,0,0,0.080000043,0,0,-0.018532485,0.006478657,0.018939375,-0.027322426,0,0.05976089,-0.015321095,0,0.2,0,-0.066666667,0,0,0.099056627,0.011224569,0,0.011185806,0,0,-0.038089148,-0.012250978,0.004298024,0.031123178,0.033003338,0.008631171,0.000960867,-0.024377372,-0.011944135,0,-0.01383393,0.00675095,-0.160000022,0,0,0.063492113,0,0.061611337,0,-0.012350692,0.062385211,0.003503321,0.031123285,0,-0.000367772,0,-0.011805327
0.048250796,-0.00241686,-0.002535001,-0.026782605,0,0,-0.037037111,-0.199999988,-0.185185185,-0.004624438,-0.025287633,-0.013011184,0.02808991,0,0.035714344,-0.009336441,0,0.5,0,0.042857094,0,0,-0.012875525,-0.023208861,-0.001111051,-0.00319577,-0.001404509,0,0.010067428,0.043983864,0,0.012152176,-0.031948917,-0.005501328,-0.001280207,-0.015417571,0.005372858,0,0.010047267,0.005901029,-0.19047615,0,-0.019512177,0.029850717,0,0.008928606,0,0.001293358,-0.000863474,-0.001551648,-0.014435674,0,0.006077343,-0.015384576,-0.002331015
0.003513394,0.012719771,0.024566191,-0.001032213,0,0,-0.038461503,0.049999952,0,0.013356603,-0.003301906,0.035781555,-0.027322426,0,0.009074308,-0.004711965,0,0.166666667,0.200000048,0.027397308,0.666666667,-0.03999977,0.043478324,0.025826334,0,-0.04537628,0,0,0.02990015,0.011881155,0.011412257,0.002711069,-0.006600632,-0.008604761,-0.000961252,-0.006479336,-0.02605248,-0.001538497,-0.020833274,-0.003733071,0,0,0,-0.02898548,0,0.017699098,0,0.008613584,0.012964618,0.012431938,-0.007989461,0,-0.010067656,0,-0.007301431
0.022759241,-0.001793798,-0.009921605,-0.002754634,0,0.745097905,0.039999962,0.333333381,0,-0.005539381,-0.010411587,-0.010909081,0.02808991,0,0.016187034,0.001051917,0,0.523809524,0,-0.133333333,0.2,0.050595331,-0.004166663,-0.035246616,0,-0.000258227,0.005625865,0,-0.025806247,0.043081376,0.001410402,-0.001545077,0.006644489,-0.005579659,-0.004489749,0.008695506,0.001029132,-0.023112423,0.005942178,0.015792136,0.235294055,0,0,-0.029850717,0,0.017391288,0,-0.006404382,0.001706492,-0.04067539,0.012080544,0,-0.018675793,0,-0.001176781
0.003765719,-0.004793634,0.000417632,-0.002762682,0,-0.213482913,0,0,-0.045454545,-0.00345798,-0.025346868,0.005514657,0.005464441,0,-0.023008917,-0.034682167,0,-0.0625,0,0,0,0.000566432,-0.008368292,0.009394547,-0.002224803,-0.012661437,0,0,0,-0.049181752,-0.033802785,0.031334814,-0.009900947,-0.006857519,0.007409701,-0.01885797,0.001027583,0,-0.009527815,-0.008695592,0.047619037,0,-0.004975143,-0.030769305,0,0.012820562,0.030595744,0.001288655,0.000851449,0.000199947,-0.011936346,0,-0.011871198,0,-0.001472794
-0.026602889,-0.004214644,-0.012520909,-0.03531829,0,0,0.38461549,-0.107142861,0,-0.016383786,-0.022571061,-0.01279702,0.108695633,-0.001088317,-0.034420166,-0.034839299,0,-0.366666667,0.24999995,0.030769218,-0.166666667,0,0.016877722,-0.024819028,0.01337801,-0.038471413,0,0,0.072847726,-0.01493448,0.010204037,-0.033758461,-0.006666638,-0.04394269,-0.007035374,-0.047226189,-0.018822655,-0.045741318,-0.010388392,0.01993645,-0.045454536,0,-0.014999962,0.031746111,0,-0.021097046,0,-0.018884067,0.038297786,-0.01679675,-0.01476508,0,-0.022502314,0,0.002359895
0.030834007,-0.002418228,0.005494636,0.013280621,0,0,-0.1944445,-0.040000021,0.214285714,0.020772169,-0.010541856,0.025925901,-0.044117625,0,0.03001873,0.01128021,0,0.157894737,0,-0.029850734,-0.2,0.015855188,0.066389976,0.024390224,0,0.025040523,-0.004195776,-0.080000176,0,0.011185912,-0.004328966,0.025233083,0.00335569,0.013132038,-0.011916246,0.021325115,0.014998662,0,0.006414891,-0.01094635,0.095238146,0,0,-0.015384652,0.076923164,-0.021551723,0,0.001749603,0.004918303,-0.037624301,-0.012261587,0,0.01404603,0,0.004120114
-0.013596212,0.001212373,-0.036990519,-0.037194719,-0.15,0,0.379310405,0,0,-0.027836568,-0.008118128,0.057761764,-0.035897383,-0.007624764,-0.036429928,-0.003904085,0,0.136363636,0,-0.076923077,0,-0.051839568,-0.019455235,-0.033126251,0,-0.014338454,0.001404437,0.043478074,-0.002469418,-0.027061516,0.011594192,-0.012116571,-0.010033492,-0.027867395,-0.019230936,-0.031038217,-0.034364334,0.016528909,-0.018349853,-0.011594335,0.043478184,0,-0.010152323,-0.062500047,0,-0.030837037,-0.046874962,-0.010043338,-0.032626402,0.003381432,-0.020689575,0,-0.027125799,0,-0.011723393
-0.003101688,-0.001210905,-0.000873002,-0.006622301,0.058823529,0,-0.02500005,0,-0.137254902,0.002764816,-0.008184495,-0.023890843,-0.015957438,0,-0.003780619,-0.010638204,0,-0.12,0,-0.116666653,0,0.049970328,0,-0.006424033,0,-0.023707143,0,0,-0.068687925,-0.005638314,-0.041547272,-0.008049036,-0.013513455,-0.002666994,0.00697898,0.009900694,0.003202736,-0.016260147,0.007477328,0.002666174,0,0,-0.025641026,-0.033333303,0,-0.063636346,0,0.012351,-0.006745306,-0.0216937,-0.002816942,0,0.00988714,0,0.007117477
-0.001382454,-0.005454366,0.021843496,0.020000052,0,0,-0.025641002,0,0,0.005710736,-0.009798466,-0.036713211,0,0,0.003794966,0.01358251,0,0.045454545,0,0,0,-0.081746631,-0.0079365,0.001077606,-0.011001073,0.013245196,0,0,0,0.013986329,-0.013452937,0.021638165,-0.05479456,0.044785771,0.000660213,0.038638991,-0.010996686,0,-0.00546888,0.008508208,-0.166666635,0,-0.068421012,-0.103448237,0,0.004854387,0,0.000871544,0.039897957,0.004736359,-0.026836226,0,0.01292384,0,0.003828001
0.069920437,0.010968652,0.047456353,0.029774846,-0.055555556,0,-0.078947373,-0.041666628,0,0.014294114,0.036979304,0.032667844,0.032432414,0.004390317,0.06994351,0.029592229,0,0.043478261,0,0.056603789,0,0.045121782,-0.019999981,0.039827758,0.005561664,0.009531289,0,0,0,0.042404444,0.045454575,0.000378377,0.050724615,0.057581999,0.022097592,0.054414441,0.047704559,0.033057819,0.025726223,0.00843694,0,0.117647059,-0.022598955,-0.096153883,0,0.053140021,0,0.012625428,0.063673418,0.015641814,0.098693737,0,0.056253572,0,0.01496045
-0.001941153,0.013260958,-0.011836682,-0.027503372,0,0,-0.142857094,0,0,-0.035521253,0.010045186,-0.03690686,0.010471128,0,-0.008834002,-0.001627094,0,0,0,0.053571366,0,-0.054259016,0,-0.002070497,0,-0.007552924,0,0,0,-0.01913277,-0.018840596,0.024574537,-0.034482704,0.019963937,0.00032264,0.001053512,-0.001712414,0,-0.021634724,-0.001569059,0,0,0.040462474,0.021276576,0,-0.022935781,0,0.001719258,-0.002302157,-0.024050453,-0.018493994,0,-0.014458291,0.041666625,0.004046202
0.034684113,0.029743939,0.015696028,0.011602433,0,0,0,0,0,0.036028876,0.028841315,0.016423385,-0.036269378,0,0.039215734,0.0369366,0,-0.291666667,0,-0.067796583,0,0,-0.020408143,0.028008425,0.008849536,0.005164132,0.002805078,0,0.02990015,0.036550754,-0.001477068,0.01475997,0.04285715,-0.05100821,0.018064508,0.043661218,0.012003032,-0.031999969,0.01154596,0,0,-0.210526316,0.005555577,0.375000009,0,0.056338066,0,0.003862522,-0.036922999,0.033073671,0.044414537,0,0.021541267,-0.039999962,0.011801929
-0.015350976,0.00115591,0.00731989,0.023297577,0,0,0.1666666,-0.173913069,0.090909091,0.006568814,-0.024166475,0.003590661,0.021505329,0.004371712,-0.024013869,0.026715557,0,0.294117647,0,0.10909094,0.25,0.060456649,0,-0.009081776,0,-0.003515053,0,0,-0.029677321,0.001055437,0.005917154,-0.003636366,-0.010274021,-0.035000304,-0.014258798,0.008064379,-0.022365176,0.036363601,-0.003095642,0.031683831,0,0.133333333,-0.038674074,0.09090911,0,0.031111145,0.016393406,0.010260853,-0.001597692,0.033898358,-0.034793897,0,0.00490791,0,-0.009103809
-0.052179479,0.006347264,-0.041986285,0.000350387,0,0,0,0,0,-0.023224629,-0.01931624,0.003577814,-0.031578932,-0.008704783,-0.031634326,0.066326508,0,-0.090909091,0,-0.03278694,0,-0.011052917,-0.041666725,-0.011201643,0,-0.008412853,0.004195776,0,-0.00199477,-0.016953605,-0.026470632,-0.019707933,0,-0.003238075,0.004822095,-0.000500086,-0.038475393,-0.00318979,-0.018047384,0.012944196,0,0,-0.068965453,-0.125000024,0,0.00862064,0,0.002962622,-0.006399786,-0.006071714,-0.04672895,0,-0.039073407,0.005208254,0.009761733
0.021483668,0,0.012915583,-0.017857334,0,-0.257142936,-0.142857094,-0.052631529,-0.083333333,-0.007663469,0.013131013,-0.003565059,0.059782615,0,0.01088928,0.047368378,0,-0.1,0,0,0,-0.051176565,-0.02173911,-0.006179246,-0.001096545,0.025998749,-0.001392701,0,0.022651382,0.017066973,0.007552899,-0.012285757,0.003460193,-0.034438247,-0.004158863,-0.001000672,-0.029920166,0,0.007312194,-0.023051727,0,-0.058823529,-0.024691392,0,0,0.004273521,0.008064896,-0.017721717,-0.057971173,0.008552425,-0.021008323,0,0.03237952,0,-0.014216719
-0.065395987,0.004013885,0.031772447,-0.058823908,0,0.057692642,0,0,0,0.01029696,0.055334108,0.008944492,0.020512879,0.002195629,0.005385899,-0.019187159,0,0,0,-0.050847402,0,-0.004339683,0.066666709,0.045595914,-0.012074559,-0.060549427,0,0,-0.016286273,-0.02126167,0.001499213,-0.000376809,0.031034537,0.074697357,0.016382892,0.064096178,0.073578818,0,-0.002354301,-0.014106246,0,0,-0.037974707,0.015873055,0,0.01702126,0,-0.012027458,-0.046154045,0.011508055,-0.020028615,0,0.040663742,0,-0.004903308
0.106891932,0,-0.008103596,-0.022726938,0,0,0.0333333,-0.055555583,0,0.007447971,0.011336934,0.00177309,-0.015075368,0.001094763,0.075000016,0.015370615,0,0.111111111,0,-0.089285712,-0.2,0.032378422,0,0.011892995,0,0.021010632,0,0,-0.005960463,0.000987405,-0.014970046,0.018853702,-0.187290971,-0.006262025,0.015802428,0.074823744,-0.012807338,-0.024000015,0.008652847,0.026014679,0,0,0.026315827,-0.109375002,0,-0.025104619,-0.008000373,0.032608991,-0.008960343,0.009980015,0.030656974,0,0.047835854,-0.015544003,0.004927469
-0.026683799,-0.013545373,0.00694441,-0.022868222,0,0,0.193548393,0.176470593,0,0.021984205,-0.004203876,0.005309687,-0.015306216,-0.003281989,0.016611363,-0.01100906,0,0,0,0.137254881,0,-0.034982003,0,-0.004897188,0,0.021135122,0.002789358,0.066666659,-0.000666229,0.027172359,-0.00455923,0.012583257,-0.032921779,-0.005670957,-0.000310649,0.011383451,0.017180989,0,-0.014817622,0.018364672,0,0,0.0128205,-0.035087746,0,0.012875586,0,0.012210279,-0.025316382,-0.007707515,0.018413544,0,0.009197608,0,0.000865358
-0.017950257,-0.002926945,-0.002434046,0.015073536,0,-0.363636497,1.027027001,-0.150000004,0,-0.015609956,0.009849686,-0.019366137,0.036269482,0.002195629,0.081699092,0.035250275,0,0,-0.133333365,0.068965487,0.75,0,0,0.019685092,0,-0.010349014,0,0,0,0.083900573,-0.004580185,0.011330018,-0.017021318,-0.00063343,0.004045879,-0.034632107,-0.068597704,0,0.000197805,-0.027012932,0.049999989,0,0.158227786,0.090909068,0.142857059,0.029660968,0,-0.005823693,-0.075139369,0.000597538,-0.02642559,0,0,0,-0.003746449
0.030575049,0,0.005286744,0.019147959,0,0,0,0,0.136363636,0.000967047,-0.002321665,-0.025134711,-0.029999984,0,-0.004531565,0.016577408,0,0.2,0,0.01612906,0,0,0.145833288,0.002895684,-0.005555485,-0.021463716,0,0,0.010000172,-0.00048256,0.015337409,0.004337139,-0.047619076,-0.01965746,-0.005889506,0.037220225,0.010733251,0.062295102,0.023111064,-0.012082328,-0.047619037,0,0.065573815,-0.033333303,-0.012499912,0,0.008064896,-0.013389167,0.029087492,0.001791271,-0.019999932,0,-0.01723328,0,0.005206835
0.041276697,-0.005284919,-0.001213659,0.014570618,0,0,-0.199999968,0,0,0.023956694,0.069832304,0.007366476,-0.015463909,-0.002190819,0.021244442,0.02820622,0,0,0,0.015872975,0,0,-0.018181801,0.054860362,-0.005586636,0.024746502,0.001390835,-0.062499993,-0.009901159,-0.01619853,0.010574044,0.016912194,0.018181863,0.05174618,0.033052562,0.032424872,0.04613693,0,0.002568872,-0.010147975,0,0,0,0.034482726,0,0.078189366,0,-0.020779212,-0.013645478,0.001788273,0.027696645,0,-0.002360096,0,0.062158284
-0.016413678,0.019480661,-0.031591741,0.00226758,0,-0.28571445,0.083333251,0,0,0.011886923,0.036553148,-0.043875645,-0.036649264,0,0.026745884,-0.006001228,0,0,-0.384615353,-0.078125002,0,0.008125198,0.018518501,0.004562129,0,-0.016739827,0,-0.083333157,0.039999994,0.004423733,-0.008968601,-0.035031545,-0.035714312,-0.022140418,-0.025354725,-0.026381909,-0.001050083,0,0.009461975,0.003942434,0,0.0625,0.292307731,-0.033333303,0,0.061068642,0,-0.005305295,0.016798594,0.015271918,0.043971806,0,-0.00304252,0,-0.013004599
0.0018894,0,-0.008364735,0.015837145,0,0,-0.153846104,0,0,0.000745733,-0.015533071,-0.042064969,0.032608679,0,-0.028943528,-0.005174444,0,-0.083333333,0,0.101694947,-0.428571429,0.001239776,-0.090909091,-0.030881014,0.005618022,-0.02121066,-0.006944444,0,-0.038461533,-0.007013698,0.007541435,0.014667864,0.009259282,-0.006289365,-0.014245425,-0.018494382,-0.048353097,-0.043209909,-0.002733916,0.009427296,-0.099999977,0,-0.075396884,-0.034482726,-0.025316585,-0.003597068,0,0.011555957,0.037900744,-0.010158576,0.01086945,0,0.01474852,0,0.007960466
0.02859803,0.008105951,0.017714074,0.019673345,0.176470588,0,-0.181818221,0,0,0.008757303,0.013220011,-0.01397209,0.005263226,0,0.011922339,0.011703204,39,-0.090909091,0.249999981,-0.015384641,0,-0.039628525,0.1,0.008434783,-0.005586636,-0.019104914,0,0,0.076000087,0.003285197,0.064371305,0.010481064,-0.01376147,-0.001265719,-0.011939112,0.042068192,0.001104387,0,0.010965423,0.016860867,0.111111083,0,-0.064377685,0.035714251,0,-0.014440488,0,-0.004393699,-0.018726297,0.012236408,-0.012096714,0,0.00668202,0,0.00925929
-0.016498463,-0.000574153,-0.069208543,-0.009100834,0,0,0.666666711,0.176470593,0,-0.016808097,-0.006313792,-0.054655866,-0.005235669,0,-0.011781871,-0.019708402,0,0.1,0,0.015625027,0,0,-0.090909091,-0.016728583,0,-0.015406816,0,0,0.003717639,-0.005566536,0.005625874,-0.010372351,-0.009302348,-0.046894764,-0.026073063,-0.008410375,-0.006987822,0.016129094,-0.011620937,-0.001020734,0,0,0.027522954,-0.086206874,0.025974162,0,0,0.018093819,-0.006679609,-0.015012866,-0.038095309,0,-0.009458659,-0.005263178,-0.022126305
